reward_A,loss_A,reward_B,loss_B,reward_C,loss_C,reward_D,loss_D,reward_E,loss_E,reward_F,loss_F
,,,,,,,,6.5,1.6767335404093544,1.3333334,0.6447019385743402
,,,,,,,,4.0,1.4865490736998825,1.2222222,0.6484916832105044
,,,,,,,,3.0,1.6524884987138453,1.5555556,0.6145233835838584
,,,,,,,,5.0,1.6697729948560993,2.1111112,0.6992233878688179
,,,,,,,,5.5,1.499097800819447,1.4444444,0.6183750588958794
,,,,,,,,8.0,1.5818267524022929,2.1111112,0.6399931121733584
,,,,,,,,3.5,2.067806957714901,1.8888888,0.759599863022215
,,,,,,,,3.5,1.8828166681149967,1.0,0.826539951989244
,,,,,,,,3.5,1.8613820847768927,1.0,0.7765062098993928
,,,,,,,,7.0,1.8028709580562026,1.7777778,0.7829398534728323
,,,,,,,,5.5,1.971559763020237,1.4444444,0.7495561246320538
,,,,,,,,7.0,1.8279096951093323,1.4444444,0.7273048446824584
,,,,,,,,5.5,1.7893694904096509,1.6666666,0.8208747822084661
,,,,,,,,6.5,1.7980890125478957,1.8888888,0.7747022401718671
,,,,,,,,4.0,2.0157274277682826,1.1111112,0.7860577734563051
,,,,,,,,4.0,1.5584366607013964,2.0,0.7963002708233773
,,,,,,,,2.5,1.6079646741761653,2.1111112,0.7820996587545703
,,,,,,,,3.0,1.4634690136101731,1.1111112,0.7549419209892814
,,,,,,,,2.0,1.977179624170936,1.3333334,0.7760694772413611
,,,,,,,,0.0,1.8338022218589995,1.3333334,0.6931928498456904
,,,,,,,,4.0,1.7684135096332831,1.1111112,0.7641327439127583
,,,,,,,,6.5,1.7955526235131796,2.1111112,0.8376268685518452
,,,,,,,,7.0,1.4280860938546853,2.1111112,0.7759631189205313
,,,,,,,,5.5,1.570557755444413,0.8888889,0.8362615828920432
,,,,,,,,2.5,1.8658145894826519,1.6666666,0.7425265740716595
,,,,,,,,5.5,1.9949300427533163,1.4444444,0.7226612333417635
,,,,,,,,7.0,1.7018460487576346,1.4444444,0.8214760181371357
,,,,,,,,3.0,1.9029929522400235,2.0,0.8611581157065944
,,,,,,,,3.5,1.7762688138178906,1.3333334,0.7909677010345165
,,,,,,,,0.0,1.6875193654617373,0.7777778,0.8025475968316768
,,,,,,,,3.0,1.8264175785216317,1.3333334,0.7145667248188913
,,,,,,,,4.5,1.8863246756245062,1.6666666,0.7548349438353968
,,,,,,,,6.0,1.889811224340857,1.5555556,0.7692646503949574
,,,,,,,,4.5,1.608629770758482,1.7777778,0.7900651536484681
,,,,,,,,2.0,1.8374789869404577,1.7777778,0.7593851333194139
,,,,,,,,2.0,1.7234746254765212,1.4444444,0.7629147671285091
,,,,,,,,6.5,1.750822036062629,2.0,0.7108432098972602
,,,,,,,,4.5,1.3266955501962288,1.4444444,0.7599515610807551
,,,,,,,,6.5,1.557832897606162,1.4444444,0.7848432817372322
,,,,,,,,3.0,1.725005445399281,1.4444444,0.8008023904702275
,,,,,,,,5.0,1.507199628824079,1.0,0.8022062496517146
,,,,,,,,7.5,1.6507400776988637,1.2222222,0.7341803411597494
,,,,,,,,1.0,1.5451361118774927,1.5555556,0.7123453389647377
,,,,,,,,3.0,1.284560455744781,1.2222222,0.746302830433211
,,,,,,,,1.0,1.8161060525329353,1.1111112,0.7673236425271449
,,,,,,,,3.0,1.446175709113598,1.3333334,0.8078895978721752
,,,,,,,,3.0,1.9380713186845218,1.5555556,0.7425640522855175
,,,,,,,,2.0,1.754232642274205,1.1111112,0.7442278994024448
,,,,,,,,4.5,1.4972304353856103,1.4444444,0.7458865567382883
,,,,,,,,6.5,1.4899981960955997,2.2222223,0.7414166624260087
,,,,,,,,4.5,1.679678092549097,1.1111112,0.7034673016022317
,,,,,,,,1.0,1.7268157615418307,1.8888888,0.7410473391616057
,,,,,,,,6.5,1.6159901312183471,1.8888888,0.7325248571538776
,,,,,,,,5.5,1.8905006512392322,1.1111112,0.748925506044708
,,,,,,,,6.5,1.8844428415241528,1.4444444,0.7714550078853952
,,,,,,,,2.5,2.0295076268768018,1.2222222,0.7953010001317672
,,,,,,,,3.5,1.6343485736813164,2.0,0.7454872002761046
